step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
49,2.5,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.013591866008937359,0.0035337229492142797,0.0018892430234700441,0.0021976790158078074
50,2.5500000000000003,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01355622208211571,0.0035133709898218513,0.0020826930413022637,0.0022548059932887554
51,2.6,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.012634968967176974,0.0034172929590567946,0.0018384370487183332,0.0018294299952685833
52,2.6500000000000004,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.012944163987413049,0.004729403997771442,0.0014710980467498302,0.00212791096419096
53,2.7,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.010831606923602521,0.0030481209978461266,0.0014286849182099104,0.0019508779514580965
54,2.75,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.012192716007120907,0.0029557140078395605,0.0015928830252960324,0.00225732394028455
55,2.8000000000000003,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.01212514191865921,0.003719237050972879,0.0015641109785065055,0.0020580249838531017
56,2.85,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.014767904998734593,0.003581690019927919,0.0022170200245454907,0.0025312319630756974
57,2.9000000000000004,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.017340568942017853,0.004427031963132322,0.0024535100674256682,0.0029312620172277093
58,2.95,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.016878589056432247,0.004477037000469863,0.0022625220008194447,0.0026655829278752208
59,3.0,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22857335396111012,0.8652541028568521,0,0,0,0,-1,nan,nan,,,288,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 288, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.016729705035686493,0.004633178003132343,0.0022691800259053707,0.002408816944807768
60,3.0500000000000003,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2012276470195502,1.0664817498764023,0,0,0,0,-1,nan,nan,,,352,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 352, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.21275151101872325,0.004232428036630154,0.0016209379537031054,0.0015600339975208044
61,3.1,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2012276470195502,1.0664817498764023,0,0,0,0,-1,nan,nan,,,352,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 352, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.009566284017637372,0.002613286953419447,0.0012232199078425765,0.0016986000118777156
62,3.1500000000000004,-1.4152002845553397,0.2252148985862732,0.5071196556091309,0.2845751643180847,0.1418042629957199,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0,0.0,0.0,0.0,0.0,0.5071196628565794,0.5071196556091309,7.247448530200984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2012276470195502,1.0664817498764023,0,0,0,0,-1,nan,nan,,,352,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 352, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.14128218530642492,0,0,nan,nan,0.0,passthrough,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.10394087066264421,0,1,1,0,0.043630423196683255,0.0,passthrough,osqp optimal,0.0,0,0,12,,predictive_link_2,,,0,0,1,solved,nan,0,,0.0,0,osqp,0.0,valid,0.10394087066264421,1.0126857077991909,0|0|0|0|0|0,0.482485948|0.30555196|0.103940871|0.110940871|0.124911581|0.128127743,0.663120234|0.486186245|0.284575156|0.291575156|0.305545866|0.308762028,0.602485948|0.42555196|0.223940871|0.230940871|0.244911581|0.248127743,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,1.92994379|1.22220784|0.415763483|0.443763483|0.499646324|0.512510971,optimal,0.15786959774821033,0.0,0.15786959774821033,0.497474849|0.433837742|0.555379868,0|-0|-0,0.014640190987847745,0.0027605160139501095,0.002155235968530178,0.002402634941972792
